ImageId,EncodedPixels
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,191053 3 191563 7 192075 8 192586 9 193098 11 193610 12 194122 13 194634 13 195146 14 195658 15 196170 16 196681 17 197193 17 197705 17 198216 18 198728 19 199240 19 199751 20 200263 20 200775 20 201286 22 201797 24 202309 24 202820 25 203332 25 203844 25 204356 25 204868 25 205380 25 205892 25 206404 25 206916 25 207428 25 207941 24 208453 24 208965 24 209478 23 209991 22 210503 22 211015 22 211527 22 212039 21 212551 21 213063 20 213576 19 214088 18 214600 17 215112 17 215624 16 216136 15 216647 15 217159 14 217671 13 218183 12 218695 12 219207 11 219719 11 220232 9 220744 9 221257 7 221769 6 222282 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,274532 4 275042 8 275553 10 276061 16 276571 19 277079 25 277589 30 278101 31 278613 32 279124 33 279637 32 280149 32 280661 32 281173 32 281686 31 282198 31 282710 30 283223 28 283735 26 284247 25 284759 24 285271 21 285783 18 286296 15 286809 11 287321 8 287835 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,175229 8 175739 13 176250 15 176762 17 177273 20 177785 21 178297 22 178808 24 179299 1 179320 25 179806 14 179832 27 180317 16 180344 28 180829 18 180856 30 181341 20 181368 31 181852 22 181880 31 182363 24 182392 33 182875 24 182904 33 183386 26 183416 34 183897 28 183929 34 184409 30 184440 35 184921 67 185432 69 185944 70 186456 71 186969 70 187481 70 187993 71 188506 71 189019 70 189531 70 190044 36 190081 33 190558 33 190595 32 191071 32 191108 31 191584 31 191621 30 192096 32 192133 31 192609 31 192646 30 193122 30 193158 30 193634 30 193671 29 194147 29 194183 29 194659 29 194696 28 195172 28 195208 28 195685 27 195721 27 196198 25 196234 26 196710 25 196747 24 197223 23 197260 23 197736 22 197773 22 198249 19 198286 19 198764 5 198799 16 199312 12 199825 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,103 11 613 14 1125 14 1638 13 2149 14 2660 14 3171 15 3683 15 4194 16 4706 15 5219 14 5731 14 6244 12 6757 10 7269 10 7783 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,228489 9 228998 14 229509 16 230019 19 230531 20 231042 21 231553 23 232059 5 232065 24 232569 32 233080 9 233090 24 233587 39 234093 45 234603 47 235114 47 235624 49 236135 49 236646 50 237157 41 237201 6 237668 41 238179 41 238691 40 239203 39 239714 39 240226 38 240738 37 241250 37 241762 36 242274 36 242787 35 243299 34 243811 34 244324 33 244837 32 245350 31 245863 29 246375 29 246888 28 247402 25 247915 24 248428 23 248941 21 249455 19 249970 14
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,285838 9 286348 15 286857 20 287368 23 287878 25 288389 27 288899 30 289410 31 289921 33 290432 34 290943 35 291455 35 291966 36 292477 37 292989 37 293500 38 294011 38 294523 38 295034 39 295545 39 296057 39 296568 40 297080 40 297592 39 298104 39 298616 39 299128 38 299640 37 300152 37 300664 37 301176 37 301688 37 302200 36 302712 36 303224 36 303736 36 304248 35 304760 34 305272 33 305784 32 306296 31 306809 30 307321 29 307833 27 308346 25 308858 25 309371 23 309884 18 310399 10 310914 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,263840 1 264350 6 264858 10 265368 13 265879 14 266389 17 266900 20 267411 22 267922 25 268433 26 268944 28 269455 30 269967 31 270478 33 270990 33 271502 33 272013 34 272525 35 273037 35 273549 35 274062 35 274574 35 275086 34 275598 34 276111 33 276623 32 277135 32 277648 30 278160 29 278673 28 279185 27 279698 25 280211 23 280724 21 281237 17 281751 12 282265 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,141480 14 141991 19 142503 21 143015 23 143526 25 144038 26 144551 26 145063 27 145126 4 145575 28 145638 5 146088 28 146150 6 146600 29 146661 8 147113 29 147173 9 147626 29 147685 10 148139 29 148188 4 148197 11 148652 29 148699 6 148709 11 149165 28 149211 8 149220 13 149679 27 149722 23 150193 26 150234 24 150706 26 150746 25 151219 25 151258 26 151731 26 151770 28 152242 28 152282 31 152754 28 152794 33 153265 30 153306 34 153777 30 153819 34 154289 30 154331 35 154801 31 154843 36 155313 32 155355 36 155825 32 155868 36 156337 32 156380 36 156849 33 156892 37 157361 34 157405 36 157873 34 157919 34 158386 34 158432 33 158898 35 158945 32 159410 35 159459 30 159923 34 159972 30 160435 34 160484 29 160947 34 160996 29 161459 34 161508 29 161971 34 162020 29 162484 34 162532 29 162996 34 163045 26 163509 33 163557 25 164022 32 164069 24 164535 31 164582 22 165047 31 165094 21 165560 30 165604 23 166073 30 166112 25 166585 30 166621 28 167098 30 167133 26 167611 60 168124 58 168638 52 169152 47 169665 26 169693 17 170178 25 170207 14 170690 24 170719 13 171202 24 171234 8 171714 23 171749 1 172226 23 172738 23 173250 23 173746 6 173761 24 174251 17 174273 24 174762 20 174785 25 175273 22 175297 26 175784 23 175809 27 176295 54 176807 54 177319 55 177830 56 178342 56 178853 56 179365 55 179877 54 180389 52 180900 33 180939 12 181412 32 181924 33 182436 33 182948 33 183460 34 183972 34 184484 35 184997 36 185509 37 186021 37 186533 37 187046 37 187559 36 188071 36 188584 35 189096 35 189609 34 190122 32 190634 32 191147 31 191659 30 192172 29 192684 28 193197 26 193710 25 194223 22 194735 21 195248 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,219378 7 219888 11 220396 18 220907 21 221418 23 221928 25 222439 27 222950 28 223461 30 223972 31 224484 31 224995 32 225507 33 226018 34 226530 34 227041 35 227553 34 228064 35 228575 36 229086 37 229597 38 230109 38 230620 39 231131 40 231642 40 232154 40 232665 19 232690 16 233177 18 233203 15 233688 17 233716 14 234199 17 234228 14 234710 17 234740 14 235222 17 235252 14 235733 17 235763 15 236245 17 236274 17 236757 17 236785 20 237269 17 237296 22 237781 19 237806 24 238294 21 238316 27 238806 49 239318 50 239830 50 240342 50 240854 50 241366 50 241878 50 242389 18 242409 31 242901 15 242925 27 243412 17 243441 23 243923 18 243955 20 244434 21 244468 18 244945 24 244981 16 245455 29 245494 13 245967 30 246007 11 246478 33 246520 8 246990 33 247032 7 247501 36 247546 3 248013 37 248525 38 249037 38 249549 39 250061 40 250575 38 251088 38 251613 25 252127 24 252640 23 253152 23 253665 22 254176 23 254688 23 255183 6 255199 25 255688 48 256186 62 256696 64 257207 65 257717 67 258228 67 258736 2 258740 67 259248 71 259760 71 260272 71 260784 70 261294 70 261806 69 262318 68 262831 66 263343 64 263855 51 263911 4 264366 51 264879 50 265391 49 265903 49 266416 47 266929 45 267442 43 267956 40 268469 39 268982 37 269497 20 270010 15
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,332984 7 333494 11 334005 13 334516 15 335028 17 335540 18 336052 19 336564 20 337076 21 337587 24 338099 25 338611 25 339123 26 339635 27 340146 29 340658 29 341170 30 341682 30 342194 31 342706 31 343218 32 343730 32 344242 33 344755 33 345267 34 345778 36 346290 37 346804 34 347316 34 347830 26
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,292108 3 292571 9 292618 5 293080 14 293129 7 293588 23 293641 7 294089 36 294151 10 294600 38 294663 10 295111 39 295158 7 295174 11 295622 40 295668 13 295685 12 296134 40 296179 31 296645 41 296690 32 297157 41 297201 34 297670 39 297712 35 298182 39 298223 37 298694 39 298735 38 299207 80 299720 82 300232 83 300745 83 301257 84 301770 84 302283 18 302304 63 302796 15 302817 12 302831 48 303309 10 303331 9 303344 48 303823 6 303843 8 303857 47 304371 46 304884 45 305397 45 305909 45 306422 45 306934 45 307446 46 307959 46 308471 46 308984 46 309496 46 310010 44 310523 44 311036 43 311549 42 312062 41 312575 39 313088 38 313600 37 314113 34 314626 25 315140 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,325840 1 326349 8 326860 11 327371 15 327883 16 328395 18 328907 19 329419 21 329931 22 330443 22 330955 23 331468 22 331981 22 332494 21 333006 22 333519 21 334031 22 334545 20 335058 20 335570 20 336083 19 336596 18 337113 14 337628 11 338141 11 338654 10 339166 10 339678 10 340190 10 340702 10 341214 11 341726 12 342238 13 342750 13 343262 14 343775 13 344287 12 344800 10 345312 10 345825 8 346338 7 346850 6 347361 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,189692 1 190202 4 190705 6 190712 8 191215 17 191727 18 192238 5 192247 10 192750 4 192759 10 193263 3 193271 10 193775 2 193783 10 194279 3 194295 10 194785 10 194807 10 195296 11 195319 10 195807 13 195831 10 196318 14 196343 9 196830 15 196854 10 197342 15 197362 1 197364 12 197854 16 197872 15 198366 33 198878 33 199390 14 199406 16 199903 12 199918 16 200415 12 200430 16 200928 9 200943 14 201457 8 201973 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,192236 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,188147 2 188659 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,326914 10 327424 13 327935 15 328446 17 328957 19 329469 20 329981 21 330492 24 331004 25 331516 27 332027 31 332539 33 333051 33 333563 34 334075 35 334588 34 335100 35 335612 36 336125 35 336637 36 337149 36 337662 36 338174 36 338686 36 339199 35 339711 34 340223 34 340736 33 341248 32 341760 32 342272 32 342786 30 343299 29 343811 29 344324 28 344837 27 345350 26 345863 25 346376 24 346889 24 347401 24 347915 20
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,141575 9 142085 13 142597 14 143108 15 143620 16 144132 17 144644 17 145156 17 145668 18 146181 17 146693 18 147206 18 147718 19 148231 18 148743 18 149254 20 149765 21 150277 21 150788 22 151300 22 151812 22 152325 21 152837 21 153349 20 153861 20 154373 20 154885 19 155398 17 155910 16 156423 12 156936 9 157449 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,226066 8 226577 11 227089 13 227601 21 228112 26 228625 34 229137 41 229649 43 230161 44 230673 44 231186 43 231698 44 232210 44 232723 43 233235 43 233748 42 234261 40 234774 38 235286 38 235799 36 236312 33 236824 30 237337 27 237850 26 238362 25 238875 23 239389 19 239903 13 240418 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,87832 1 88343 2 88855 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,88867 5 89377 8 89888 10 90399 12 90911 12 91422 13 91933 14 92444 15 92955 16 93467 16 93979 16 94491 16 95004 15 95516 15 96029 14 96541 13 97054 12 97566 11 98080 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250192 9 250701 15 251211 19 251722 21 252233 23 252744 25 253255 27 253766 29 254278 30 254789 33 255301 34 255813 35 256325 36 256836 37 257346 40 257855 43 258365 46 258876 48 259388 49 259900 50 260411 51 260924 51 261436 51 261948 51 262461 50 262973 51 263485 51 263979 10 263997 51 264490 13 264509 51 265000 17 265021 51 265508 76 266019 77 266529 79 267040 79 267551 80 268062 80 268573 81 269085 79 269596 50 269660 7 270108 49 270619 52 271131 54 271643 55 272155 60 272667 63 273179 66 273692 69 274204 71 274716 72 275229 72 275741 72 276254 71 276766 72 277278 72 277791 71 278303 71 278815 71 279327 71 279839 71 280351 71 280864 69 281376 69 281887 70 282400 68 282912 68 283424 67 283937 66 284449 65 284961 65 285474 63 285987 61 286499 61 287013 58 287526 56 288041 52 288556 46 289069 27 289100 13 289582 25 289614 8 290095 24 290608 22 291122 20 291638 15 292154 11 292668 9 293181 7 293694 6 294207 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,203070 3 203579 10 204087 16 204596 21 205106 24 205616 27 206126 29 206637 31 207147 34 207658 35 208169 36 208681 36 209192 37 209704 37 210215 38 210727 38 211239 38 211750 39 212262 39 212774 39 213286 38 213798 38 214311 37 214823 36 215335 36 215847 36 216359 35 216871 35 217384 33 217897 31 218410 29 218922 28 219435 26 219948 24 220461 22 220974 19 221490 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,140627 2 141137 8 141649 15 142160 17 142654 5 142672 18 143163 9 143184 19 143671 14 143695 20 144180 17 144203 24 144691 18 144713 27 145202 20 145223 29 145714 50 146226 50 146739 49 147251 48 147764 47 148277 45 148789 44 149302 42 149816 38 150330 33 150846 1 150849 24 151367 16 151882 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,304475 4 304976 22 305487 25 305997 28 306508 30 307019 32 307530 34 308041 36 308553 36 309065 37 309577 38 310089 39 310601 40 311113 40 311625 41 312137 41 312649 42 313162 41 313674 41 314186 42 314699 41 315211 42 315723 42 316235 43 316747 43 317260 43 317772 43 318285 42 318797 43 319309 43 319822 42 320334 42 320847 41 321360 40 321873 39 322386 38 322899 37 323411 37 323924 36 324437 34 324949 34 325462 33 325975 31 326490 26 327012 11
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,223599 9 224109 13 224620 16 225131 18 225641 20 226152 22 226663 23 227173 25 227684 26 228195 26 228706 27 229217 28 229728 28 230239 29 230750 29 231260 31 231769 33 232279 35 232790 35 233301 36 233813 34 234325 32 234837 30 235349 26 235862 22 236376 17
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,165762 5 166246 8 166273 6 166756 12 166784 7 167267 14 167295 8 167778 15 167805 10 168290 16 168317 9 168801 23 168827 10 169312 36 169824 35 170335 36 170847 36 171358 35 171870 35 172382 15 172399 17 172895 12 172912 15 173409 9 173425 12 173923 6 173939 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,120192 8 120701 13 121211 18 121721 24 121773 8 122232 27 122283 12 122743 30 122791 18 123254 33 123302 22 123765 35 123814 24 124277 36 124325 27 124789 37 124837 28 125300 39 125349 33 125812 40 125860 39 126323 42 126372 41 126835 44 126883 44 127347 93 127858 95 128370 97 128882 98 129394 99 129906 99 130418 100 130930 101 131442 101 131954 101 132467 100 132979 101 133491 101 134003 101 134515 101 135027 101 135539 101 136052 99 136565 98 137077 97 137590 96 138103 95 138616 93 139129 91 139642 90 140156 51 140212 30 140669 47 140728 25 141182 44 141242 21 141711 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174491 19 175001 23 175511 26 176017 34 176527 36 177035 41 177546 42 178056 45 178566 47 179077 48 179587 50 180098 51 180609 53 181121 53 181633 53 182144 54 182656 54 183167 55 183678 56 184190 56 184701 56 185212 57 185724 57 186235 58 186747 58 187259 58 187771 57 188283 57 188795 57 189307 56 189819 56 190332 53 190844 48 191357 46 191869 45 192382 44 192895 42 193409 40 193922 39 194435 38 194948 38 195461 37 195972 38 196484 39 196995 40 197505 41 198015 43 198525 46 199036 47 199548 47 200060 46 200571 47 201084 42 201596 34 202109 31 202621 30 203133 29 203645 28 204158 25 204670 23 205183 20 205695 18 206207 17 206721 11
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250766 8 251276 11 251787 13 252299 14 252810 15 253322 15 253834 16 254346 15 254859 14 255371 14 255884 13 256396 12 256908 12 257420 12 257932 11 258442 13 258951 16 259462 17 259972 19 260484 18 260996 18 261508 19 262020 19 262533 18 263045 17 263558 16 264071 15 264585 13 265098 12 265611 10 266124 8 266638 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,334232 12 334741 19 335251 23 335761 26 336272 29 336783 33 337295 35 337806 38 338318 39 338830 39 339341 41 339854 40 340366 40 340878 40 341390 41 341903 40 342415 41 342929 40 343444 38 343960 33 344474 30 344988 28 345501 26 346013 25 346526 23 347049 12 347564 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,229286 7 229795 13 230305 18 230333 3 230816 23 230841 10 231328 37 231839 40 232351 42 232862 44 233374 45 233885 47 234397 47 234909 47 235421 47 235933 47 236445 47 236957 46 237469 46 237982 44 238494 43 239007 42 239519 39 240032 36 240544 35 241057 33 241569 32 242082 30 242594 28 243106 27 243619 26 244131 25 244644 23 245158 19 245672 16 246185 14 246700 9 247214 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,293299 7 293808 12 294305 9 294317 17 294816 31 295328 32 295839 40 296351 43 296863 45 297374 47 297886 48 298398 49 298910 49 299422 50 299934 51 300446 52 300958 53 301470 53 301982 54 302495 53 303007 54 303519 54 304031 54 304544 53 305057 52 305569 52 306082 51 306594 50 307106 50 307618 49 308131 48 308643 48 309155 48 309667 47 310180 46 310692 38 310731 6 311205 36 311243 6 311717 43 312230 33 312264 8 312742 40 313255 38 313768 36 314281 34 314793 33 315306 30 315822 21 316341 12 316854 9 317369 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,196544 2 197051 13 197559 19 198070 21 198580 24 199090 26 199602 27 200113 28 200625 28 201136 29 201648 29 202159 30 202670 32 203181 33 203693 33 204203 34 204714 35 205225 36 205735 38 206244 41 206754 42 207265 42 207776 43 208288 43 208800 42 209312 42 209824 42 210336 41 210848 41 211361 40 211873 39 212386 37 212898 36 213411 34 213925 31 214439 27 214953 24 215467 19 215981 16 216494 13 217009 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,254409 1 254918 6 255429 9 255938 20 256449 24 256960 26 257472 27 257983 29 258495 29 259007 30 259518 32 260029 33 260541 33 261052 35 261561 38 262072 40 262583 41 263095 41 263607 41 264119 42 264631 42 265143 42 265655 42 266167 42 266680 41 267192 41 267704 41 268216 41 268727 42 269240 40 269752 40 270264 40 270777 38 271289 37 271801 37 272315 32 272829 28 273343 24 273857 21 274370 20 274883 17 275396 15 275909 14 276422 12 276935 11 277448 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,113638 5 114148 8 114659 12 115169 15 115680 18 116192 19 116703 20 117215 22 117727 22 118238 24 118748 27 119258 29 119768 32 120279 35 120791 36 121303 37 121815 38 122327 38 122839 40 123352 40 123864 40 124377 40 124889 40 125402 39 125915 38 126428 37 126941 36 127454 35 127967 34 128480 33 128993 32 129506 31 130019 30 130534 26 131053 19 131567 16 132082 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,330745 4 331255 7 331766 10 332277 11 332788 13 333300 13 333811 14 334322 15 334828 21 335336 25 335847 26 336357 28 336868 29 337379 30 337890 31 338401 32 338912 33 339423 34 339934 35 340446 34 340957 35 341469 9 341480 24 341981 7 341993 22 342493 6 342507 7 342520 3 343006 4 343021 2 343518 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,168932 2 169442 5 169953 6 170465 5 170976 6 171488 6 172000 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,213500 3 214009 7 214520 9 215030 11 215541 12 216053 12 216564 13 217076 13 217587 14 218099 14 218610 15 219122 15 219634 15 220146 15 220658 15 221169 16 221681 16 222193 16 222704 17 223215 18 223726 19 224238 19 224749 20 225261 20 225773 20 226284 21 226795 22 227307 22 227818 23 228330 23 228841 24 229353 24 229865 24 230377 24 230889 24 231401 24 231913 24 232425 24 232937 24 233449 24 233961 24 234473 24 234985 24 235497 24 236009 24 236522 23 237034 23 237546 23 238058 23 238570 23 239082 23 239595 22 240107 21 240619 16 241132 14 241645 12 242158 8 242674 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,186363 3 186874 6 187385 7 187897 7 188408 8 188920 8 189431 9 189943 9 190455 9 190967 9 191479 9 191992 7 192505 4
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,137274 8 137780 15 138288 24 138793 33 139299 44 139809 48 140320 51 140831 54 141341 57 141851 60 142361 63 142872 65 143384 66 143896 67 144407 69 144919 70 145430 71 145942 72 146453 73 146965 73 147477 73 147989 73 148501 73 149014 72 149526 71 150038 71 150551 70 151063 70 151575 70 152087 69 152599 69 153111 68 153623 68 154135 68 154648 66 155160 66 155673 65 156186 63 156699 62 157211 62 157723 62 158236 61 158748 61 159260 61 159772 61 160285 60 160797 59 161309 59 161822 57 162334 57 162846 56 163359 55 163872 53 164385 52 164897 51 165410 49 165923 48 166435 47 166948 46 167460 45 167973 44 168485 44 168998 42 169511 41 170024 39 170537 36 171050 34 171564 30 172081 24 172596 18 173110 13 173623 10 174138 5
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,57 24 568 27 1080 27 1592 27 2105 26 2618 24 3132 20 3646 16 4163 6 4676 4 5189 2
5cee644e5ffbef1ba021c7f389b33bafd3b1841f04d3edd7922d5084c2c4e0c7,197729 1 198236 12 198746 34 199257 37 199767 41 200279 42 200790 44 201301 46 201813 46 202325 47 202837 47 203349 48 203861 48 204373 49 204885 49 205397 50 205909 50 206421 50 206932 51 207444 51 207956 52 208467 53 208979 53 209491 53 210003 53 210515 53 211027 53 211539 53 212050 54 212562 53 213074 53 213586 53 214098 53 214611 52 215123 52 215635 52 216147 52 216659 52 217172 51 217684 51 218197 50 218709 50 219222 49 219735 48 220248 46 220761 44 221273 44 221786 43 222299 41 222811 40 223324 39 223837 37 224349 37 224863 34 225378 30 225892 27 226406 24 226919 21 227432 18 227945 9 228459 5
